index,Country,ObservationDate,Confirmed,Deaths,Recovered,Cases,R,D
8187,Andorra,03-06-20,1,0,0,1,0,0
8188,Angola,03-06-20,0,0,0,0,0,0
8189,Antigua and Barbuda,03-06-20,0,0,0,0,0,0
8190,Argentina,03-06-20,2,0,0,2,0,0
8191,Armenia,03-06-20,1,0,0,1,0,0
8192,Australia,03-06-20,115,2,21,115,21,2
8193,Azerbaijan,03-06-20,6,0,0,6,0,0
8194,Bahamas,03-06-20,0,0,0,0,0,0
8195,Bahrain,03-06-20,60,0,4,60,4,0
8196,Bangladesh,03-06-20,0,0,0,0,0,0
8197,Barbados,03-06-20,0,0,0,0,0,0
8198,Belarus,03-06-20,6,0,0,6,0,0
8199,Belgium,03-06-20,109,0,1,109,1,0
8200,Benin,03-06-20,0,0,0,0,0,0
8201,Bhutan,03-06-20,1,0,0,1,0,0
8202,Bolivia,03-06-20,0,0,0,0,0,0
8203,Bosnia and Herzegovina,03-06-20,2,0,0,2,0,0
8204,Brazil,03-06-20,13,0,0,13,0,0
8205,Brunei,03-06-20,0,0,0,0,0,0
8206,Bulgaria,03-06-20,0,0,0,0,0,0
8207,Burkina Faso,03-06-20,0,0,0,0,0,0
8208,Cabo Verde,03-06-20,0,0,0,0,0,0
8209,Cambodia,03-06-20,1,0,1,1,1,0
8210,Cameroon,03-06-20,1,0,0,1,0,0
8211,Canada,03-06-20,49,0,6,49,6,0
8212,Central African Republic,03-06-20,0,0,0,0,0,0
8213,Chad,03-06-20,0,0,0,0,0,0
8214,Chile,03-06-20,4,0,0,4,0,0
8215,China,03-06-20,80690,3044,53944,80690,53944,3044
8216,Colombia,03-06-20,1,0,0,1,0,0
8217,Congo (Brazzaville),03-06-20,0,0,0,0,0,0
8218,Congo (Kinshasa),03-06-20,0,0,0,0,0,0
8219,Costa Rica,03-06-20,1,0,0,1,0,0
8220,Cote d'Ivoire,03-06-20,0,0,0,0,0,0
8221,Croatia,03-06-20,11,0,0,11,0,0
8222,Diamond Princess,03-06-20,706,6,40,706,40,6
8223,Cuba,03-06-20,0,0,0,0,0,0
8224,Cyprus,03-06-20,0,0,0,0,0,0
8225,Czechia,03-06-20,18,0,0,18,0,0
8226,Denmark,03-06-20,24,0,1,24,1,0
8227,Djibouti,03-06-20,0,0,0,0,0,0
8228,Dominican Republic,03-06-20,2,0,0,2,0,0
8229,Ecuador,03-06-20,13,0,0,13,0,0
8230,Egypt,03-06-20,15,0,1,15,1,0
8231,El Salvador,03-06-20,0,0,0,0,0,0
8232,Equatorial Guinea,03-06-20,0,0,0,0,0,0
8233,Eritrea,03-06-20,0,0,0,0,0,0
8234,Estonia,03-06-20,10,0,0,10,0,0
8235,Eswatini,03-06-20,0,0,0,0,0,0
8236,Ethiopia,03-06-20,0,0,0,0,0,0
8237,Fiji,03-06-20,0,0,0,0,0,0
8238,Finland,03-06-20,15,0,1,15,1,0
8239,France,03-06-20,656,9,12,656,12,9
8240,Gabon,03-06-20,0,0,0,0,0,0
8241,Gambia,03-06-20,0,0,0,0,0,0
8242,Georgia,03-06-20,4,0,0,4,0,0
8243,Germany,03-06-20,670,0,17,670,17,0
8244,Ghana,03-06-20,0,0,0,0,0,0
8245,Greece,03-06-20,45,0,0,45,0,0
8246,Guatemala,03-06-20,0,0,0,0,0,0
8247,Guinea,03-06-20,0,0,0,0,0,0
8248,Guyana,03-06-20,0,0,0,0,0,0
8249,Haiti,03-06-20,0,0,0,0,0,0
8250,Holy See,03-06-20,1,0,0,1,0,0
8251,Honduras,03-06-20,0,0,0,0,0,0
8252,Hungary,03-06-20,2,0,0,2,0,0
8253,Iceland,03-06-20,43,0,0,43,0,0
8254,India,03-06-20,31,0,3,31,3,0
8255,Indonesia,03-06-20,4,0,0,4,0,0
8256,Iran,03-06-20,4747,124,913,4747,913,124
8257,Iraq,03-06-20,40,3,0,40,0,3
8258,Ireland,03-06-20,18,0,0,18,0,0
8259,Israel,03-06-20,37,0,2,37,2,0
8260,Italy,03-06-20,4636,197,523,4636,523,197
8261,Jamaica,03-06-20,0,0,0,0,0,0
8262,Japan,03-06-20,420,6,46,420,46,6
8263,Jordan,03-06-20,1,0,0,1,0,0
8264,Kazakhstan,03-06-20,0,0,0,0,0,0
8265,Kenya,03-06-20,0,0,0,0,0,0
8266,"Korea, South",03-06-20,6593,42,135,6593,135,42
8267,Kuwait,03-06-20,58,0,0,58,0,0
8268,Kyrgyzstan,03-06-20,0,0,0,0,0,0
8269,Latvia,03-06-20,1,0,0,1,0,0
8270,Lebanon,03-06-20,22,0,1,22,1,0
8271,Liberia,03-06-20,0,0,0,0,0,0
8272,Liechtenstein,03-06-20,1,0,0,1,0,0
8273,Lithuania,03-06-20,1,0,0,1,0,0
8274,Luxembourg,03-06-20,2,0,0,2,0,0
8275,Madagascar,03-06-20,0,0,0,0,0,0
8276,Malaysia,03-06-20,83,0,22,83,22,0
8277,Maldives,03-06-20,0,0,0,0,0,0
8278,Malta,03-06-20,0,0,0,0,0,0
8279,Mauritania,03-06-20,0,0,0,0,0,0
8280,Mauritius,03-06-20,0,0,0,0,0,0
8281,Mexico,03-06-20,6,0,1,6,1,0
8282,Moldova,03-06-20,0,0,0,0,0,0
8283,Monaco,03-06-20,1,0,0,1,0,0
8284,Mongolia,03-06-20,0,0,0,0,0,0
8285,Montenegro,03-06-20,0,0,0,0,0,0
8286,Morocco,03-06-20,2,0,0,2,0,0
8287,Namibia,03-06-20,0,0,0,0,0,0
8288,Nepal,03-06-20,1,0,1,1,1,0
8289,Netherlands,03-06-20,128,1,0,128,0,1
8290,New Zealand,03-06-20,4,0,0,4,0,0
8291,Nicaragua,03-06-20,0,0,0,0,0,0
8292,Niger,03-06-20,0,0,0,0,0,0
8293,Nigeria,03-06-20,1,0,0,1,0,0
8294,North Macedonia,03-06-20,3,0,0,3,0,0
8295,Norway,03-06-20,108,0,0,108,0,0
8296,Oman,03-06-20,16,0,2,16,2,0
8297,Pakistan,03-06-20,6,0,0,6,0,0
8298,Panama,03-06-20,0,0,0,0,0,0
8299,Papua New Guinea,03-06-20,0,0,0,0,0,0
8300,Paraguay,03-06-20,0,0,0,0,0,0
8301,Peru,03-06-20,1,0,0,1,0,0
8302,Philippines,03-06-20,5,1,1,5,1,1
8303,Poland,03-06-20,5,0,0,5,0,0
8304,Portugal,03-06-20,13,0,0,13,0,0
8305,Qatar,03-06-20,8,0,0,8,0,0
8306,Romania,03-06-20,9,0,1,9,1,0
8307,Russia,03-06-20,13,0,2,13,2,0
8308,Rwanda,03-06-20,0,0,0,0,0,0
8309,Saint Lucia,03-06-20,0,0,0,0,0,0
8310,Saint Vincent and the Grenadines,03-06-20,0,0,0,0,0,0
8311,San Marino,03-06-20,21,1,0,21,0,1
8312,Saudi Arabia,03-06-20,5,0,0,5,0,0
8313,Senegal,03-06-20,4,0,0,4,0,0
8314,Serbia,03-06-20,1,0,0,1,0,0
8315,Seychelles,03-06-20,0,0,0,0,0,0
8316,Singapore,03-06-20,130,0,78,130,78,0
8317,Slovakia,03-06-20,1,0,0,1,0,0
8318,Slovenia,03-06-20,7,0,0,7,0,0
8319,Somalia,03-06-20,0,0,0,0,0,0
8320,South Africa,03-06-20,1,0,0,1,0,0
8321,Spain,03-06-20,400,5,2,400,2,5
8322,Sri Lanka,03-06-20,1,0,1,1,1,0
8323,Sudan,03-06-20,0,0,0,0,0,0
8324,Suriname,03-06-20,0,0,0,0,0,0
8325,Sweden,03-06-20,101,0,0,101,0,0
8326,Switzerland,03-06-20,214,1,3,214,3,1
8327,Taiwan,03-06-20,45,1,12,45,12,1
8328,Tanzania,03-06-20,0,0,0,0,0,0
8329,Thailand,03-06-20,48,1,31,48,31,1
8330,Togo,03-06-20,1,0,0,1,0,0
8331,Trinidad and Tobago,03-06-20,0,0,0,0,0,0
8332,Tunisia,03-06-20,1,0,0,1,0,0
8333,Turkey,03-06-20,0,0,0,0,0,0
8334,Uganda,03-06-20,0,0,0,0,0,0
8335,Ukraine,03-06-20,1,0,0,1,0,0
8336,United Arab Emirates,03-06-20,29,0,5,29,5,0
8337,United Kingdom,03-06-20,164,1,8,164,8,1
8338,Uruguay,03-06-20,0,0,0,0,0,0
8339,US,03-06-20,262,14,7,262,7,14
8340,Uzbekistan,03-06-20,0,0,0,0,0,0
8341,Venezuela,03-06-20,0,0,0,0,0,0
8342,Vietnam,03-06-20,16,0,16,16,16,0
8343,Zambia,03-06-20,0,0,0,0,0,0
8344,Zimbabwe,03-06-20,0,0,0,0,0,0
8345,Dominica,03-06-20,0,0,0,0,0,0
8346,Grenada,03-06-20,0,0,0,0,0,0
8347,Mozambique,03-06-20,0,0,0,0,0,0
8348,Syria,03-06-20,0,0,0,0,0,0
8349,Timor-Leste,03-06-20,0,0,0,0,0,0
8350,Belize,03-06-20,0,0,0,0,0,0
8351,Laos,03-06-20,0,0,0,0,0,0
8352,Libya,03-06-20,0,0,0,0,0,0
8353,West Bank and Gaza,03-06-20,7,0,0,7,0,0
8354,Guinea-Bissau,03-06-20,0,0,0,0,0,0
8355,Mali,03-06-20,0,0,0,0,0,0
8356,Saint Kitts and Nevis,03-06-20,0,0,0,0,0,0
8357,Kosovo,03-06-20,0,0,0,0,0,0
8358,Burma,03-06-20,0,0,0,0,0,0
8359,MS Zaandam,03-06-20,0,0,0,0,0,0
8360,Botswana,03-06-20,0,0,0,0,0,0
8361,Burundi,03-06-20,0,0,0,0,0,0
8362,Sierra Leone,03-06-20,0,0,0,0,0,0
8363,Malawi,03-06-20,0,0,0,0,0,0
8364,South Sudan,03-06-20,0,0,0,0,0,0
8365,Western Sahara,03-06-20,0,0,0,0,0,0
8366,Sao Tome and Principe,03-06-20,0,0,0,0,0,0
8367,Yemen,03-06-20,0,0,0,0,0,0
8368,Comoros,03-06-20,0,0,0,0,0,0
8369,Tajikistan,03-06-20,0,0,0,0,0,0
8370,Afghanistan,03-07-20,1,0,0,1,0,0
8371,Albania,03-07-20,0,0,0,0,0,0
8372,Algeria,03-07-20,17,0,0,17,0,0
8373,Andorra,03-07-20,1,0,0,1,0,0
8374,Angola,03-07-20,0,0,0,0,0,0
8375,Antigua and Barbuda,03-07-20,0,0,0,0,0,0
8376,Argentina,03-07-20,8,0,0,8,0,0
8377,Armenia,03-07-20,1,0,0,1,0,0
8378,Australia,03-07-20,142,2,21,142,21,2
8379,Azerbaijan,03-07-20,9,0,0,9,0,0
8380,Bahamas,03-07-20,0,0,0,0,0,0
8381,Bahrain,03-07-20,85,0,4,85,4,0
8382,Bangladesh,03-07-20,0,0,0,0,0,0
8383,Barbados,03-07-20,0,0,0,0,0,0
8384,Belarus,03-07-20,6,0,0,6,0,0
8385,Belgium,03-07-20,169,0,1,169,1,0
8386,Benin,03-07-20,0,0,0,0,0,0
8387,Bhutan,03-07-20,1,0,0,1,0,0
8388,Bolivia,03-07-20,0,0,0,0,0,0
8389,Bosnia and Herzegovina,03-07-20,3,0,0,3,0,0
8390,Brazil,03-07-20,13,0,0,13,0,0
8391,Brunei,03-07-20,0,0,0,0,0,0
8392,Bulgaria,03-07-20,0,0,0,0,0,0
8393,Burkina Faso,03-07-20,0,0,0,0,0,0
8394,Cabo Verde,03-07-20,0,0,0,0,0,0
8395,Cambodia,03-07-20,1,0,1,1,1,0
8396,Cameroon,03-07-20,1,0,0,1,0,0
8397,Canada,03-07-20,54,0,8,54,8,0
8398,Central African Republic,03-07-20,0,0,0,0,0,0
8399,Chad,03-07-20,0,0,0,0,0,0
8400,Chile,03-07-20,4,0,0,4,0,0
8401,China,03-07-20,80770,3072,55539,80770,55539,3072
8402,Colombia,03-07-20,1,0,0,1,0,0
8403,Congo (Brazzaville),03-07-20,0,0,0,0,0,0
8404,Congo (Kinshasa),03-07-20,0,0,0,0,0,0
8405,Costa Rica,03-07-20,1,0,0,1,0,0
8406,Cote d'Ivoire,03-07-20,0,0,0,0,0,0
8407,Croatia,03-07-20,12,0,0,12,0,0
8408,Diamond Princess,03-07-20,706,6,40,706,40,6
8409,Cuba,03-07-20,0,0,0,0,0,0
8410,Cyprus,03-07-20,0,0,0,0,0,0
8411,Czechia,03-07-20,19,0,0,19,0,0
8412,Denmark,03-07-20,24,0,1,24,1,0
8413,Djibouti,03-07-20,0,0,0,0,0,0
8414,Dominican Republic,03-07-20,2,0,0,2,0,0
8415,Ecuador,03-07-20,13,0,0,13,0,0
8416,Egypt,03-07-20,15,0,1,15,1,0
8417,El Salvador,03-07-20,0,0,0,0,0,0
8418,Equatorial Guinea,03-07-20,0,0,0,0,0,0
8419,Eritrea,03-07-20,0,0,0,0,0,0
8420,Estonia,03-07-20,10,0,0,10,0,0
8421,Eswatini,03-07-20,0,0,0,0,0,0
8422,Ethiopia,03-07-20,0,0,0,0,0,0
8423,Fiji,03-07-20,0,0,0,0,0,0
8424,Finland,03-07-20,15,0,1,15,1,0
8425,France,03-07-20,959,11,12,959,12,11
8426,Gabon,03-07-20,0,0,0,0,0,0
8427,Gambia,03-07-20,0,0,0,0,0,0
8428,Georgia,03-07-20,4,0,0,4,0,0
8429,Germany,03-07-20,799,0,18,799,18,0
8430,Ghana,03-07-20,0,0,0,0,0,0
8431,Greece,03-07-20,46,0,0,46,0,0
8432,Guatemala,03-07-20,0,0,0,0,0,0
8433,Guinea,03-07-20,0,0,0,0,0,0
8434,Guyana,03-07-20,0,0,0,0,0,0
8435,Haiti,03-07-20,0,0,0,0,0,0
8436,Holy See,03-07-20,1,0,0,1,0,0
8437,Honduras,03-07-20,0,0,0,0,0,0
8438,Hungary,03-07-20,4,0,0,4,0,0
8439,Iceland,03-07-20,50,0,0,50,0,0
8440,India,03-07-20,34,0,3,34,3,0
8441,Indonesia,03-07-20,4,0,0,4,0,0
8442,Iran,03-07-20,5823,145,1669,5823,1669,145
8443,Iraq,03-07-20,54,4,0,54,0,4
8444,Ireland,03-07-20,18,0,0,18,0,0
8445,Israel,03-07-20,43,0,2,43,2,0
8446,Italy,03-07-20,5883,233,589,5883,589,233
8447,Jamaica,03-07-20,0,0,0,0,0,0
8448,Japan,03-07-20,461,6,76,461,76,6
8449,Jordan,03-07-20,1,0,0,1,0,0
8450,Kazakhstan,03-07-20,0,0,0,0,0,0
8451,Kenya,03-07-20,0,0,0,0,0,0
8452,"Korea, South",03-07-20,7041,44,135,7041,135,44
8453,Kuwait,03-07-20,61,0,0,61,0,0
8454,Kyrgyzstan,03-07-20,0,0,0,0,0,0
8455,Latvia,03-07-20,1,0,0,1,0,0
8456,Lebanon,03-07-20,22,0,1,22,1,0
8457,Liberia,03-07-20,0,0,0,0,0,0
8458,Liechtenstein,03-07-20,1,0,0,1,0,0
8459,Lithuania,03-07-20,1,0,0,1,0,0
8460,Luxembourg,03-07-20,2,0,0,2,0,0
8461,Madagascar,03-07-20,0,0,0,0,0,0
8462,Malaysia,03-07-20,93,0,23,93,23,0
8463,Maldives,03-07-20,0,0,0,0,0,0
8464,Malta,03-07-20,3,0,0,3,0,0
8465,Mauritania,03-07-20,0,0,0,0,0,0
8466,Mauritius,03-07-20,0,0,0,0,0,0
8467,Mexico,03-07-20,6,0,1,6,1,0
8468,Moldova,03-07-20,0,0,0,0,0,0
8469,Monaco,03-07-20,1,0,0,1,0,0
8470,Mongolia,03-07-20,0,0,0,0,0,0
8471,Montenegro,03-07-20,0,0,0,0,0,0
8472,Morocco,03-07-20,2,0,0,2,0,0
8473,Namibia,03-07-20,0,0,0,0,0,0
8474,Nepal,03-07-20,1,0,1,1,1,0
8475,Netherlands,03-07-20,188,1,0,188,0,1
8476,New Zealand,03-07-20,5,0,0,5,0,0
8477,Nicaragua,03-07-20,0,0,0,0,0,0
8478,Niger,03-07-20,0,0,0,0,0,0
8479,Nigeria,03-07-20,1,0,0,1,0,0
8480,North Macedonia,03-07-20,3,0,0,3,0,0
8481,Norway,03-07-20,147,0,0,147,0,0
8482,Oman,03-07-20,16,0,2,16,2,0
8483,Pakistan,03-07-20,6,0,0,6,0,0
8484,Panama,03-07-20,0,0,0,0,0,0
8485,Papua New Guinea,03-07-20,0,0,0,0,0,0
8486,Paraguay,03-07-20,0,0,0,0,0,0
8487,Peru,03-07-20,1,0,0,1,0,0
8488,Philippines,03-07-20,6,1,1,6,1,1
8489,Poland,03-07-20,5,0,0,5,0,0
8490,Portugal,03-07-20,20,0,0,20,0,0
8491,Qatar,03-07-20,8,0,0,8,0,0
8492,Romania,03-07-20,9,0,3,9,3,0
8493,Russia,03-07-20,13,0,2,13,2,0
8494,Rwanda,03-07-20,0,0,0,0,0,0
8495,Saint Lucia,03-07-20,0,0,0,0,0,0
8496,Saint Vincent and the Grenadines,03-07-20,0,0,0,0,0,0
8497,San Marino,03-07-20,23,1,0,23,0,1
8498,Saudi Arabia,03-07-20,5,0,0,5,0,0
8499,Senegal,03-07-20,4,0,0,4,0,0
8500,Serbia,03-07-20,1,0,0,1,0,0
8501,Seychelles,03-07-20,0,0,0,0,0,0
8502,Singapore,03-07-20,138,0,78,138,78,0
8503,Slovakia,03-07-20,1,0,0,1,0,0
8504,Slovenia,03-07-20,7,0,0,7,0,0
8505,Somalia,03-07-20,0,0,0,0,0,0
8506,South Africa,03-07-20,1,0,0,1,0,0
8507,Spain,03-07-20,500,10,30,500,30,10
8508,Sri Lanka,03-07-20,1,0,1,1,1,0
8509,Sudan,03-07-20,0,0,0,0,0,0
8510,Suriname,03-07-20,0,0,0,0,0,0
8511,Sweden,03-07-20,161,0,0,161,0,0
8512,Switzerland,03-07-20,268,1,3,268,3,1
8513,Taiwan,03-07-20,45,1,12,45,12,1
8514,Tanzania,03-07-20,0,0,0,0,0,0
8515,Thailand,03-07-20,50,1,31,50,31,1
8516,Togo,03-07-20,1,0,0,1,0,0
8517,Trinidad and Tobago,03-07-20,0,0,0,0,0,0
8518,Tunisia,03-07-20,1,0,0,1,0,0
8519,Turkey,03-07-20,0,0,0,0,0,0
8520,Uganda,03-07-20,0,0,0,0,0,0
8521,Ukraine,03-07-20,1,0,0,1,0,0
8522,United Arab Emirates,03-07-20,45,0,7,45,7,0
8523,United Kingdom,03-07-20,207,2,18,207,18,2
8524,Uruguay,03-07-20,0,0,0,0,0,0
8525,US,03-07-20,402,17,7,402,7,17
8526,Uzbekistan,03-07-20,0,0,0,0,0,0
8527,Venezuela,03-07-20,0,0,0,0,0,0
8528,Vietnam,03-07-20,18,0,16,18,16,0
8529,Zambia,03-07-20,0,0,0,0,0,0
8530,Zimbabwe,03-07-20,0,0,0,0,0,0
8531,Dominica,03-07-20,0,0,0,0,0,0
8532,Grenada,03-07-20,0,0,0,0,0,0
8533,Mozambique,03-07-20,0,0,0,0,0,0
8534,Syria,03-07-20,0,0,0,0,0,0
8535,Timor-Leste,03-07-20,0,0,0,0,0,0
8536,Belize,03-07-20,0,0,0,0,0,0
8537,Laos,03-07-20,0,0,0,0,0,0
8538,Libya,03-07-20,0,0,0,0,0,0
8539,West Bank and Gaza,03-07-20,16,0,0,16,0,0
8540,Guinea-Bissau,03-07-20,0,0,0,0,0,0
8541,Mali,03-07-20,0,0,0,0,0,0
8542,Saint Kitts and Nevis,03-07-20,0,0,0,0,0,0
8543,Kosovo,03-07-20,0,0,0,0,0,0
8544,Burma,03-07-20,0,0,0,0,0,0
8545,MS Zaandam,03-07-20,0,0,0,0,0,0
8546,Botswana,03-07-20,0,0,0,0,0,0
8547,Burundi,03-07-20,0,0,0,0,0,0
8548,Sierra Leone,03-07-20,0,0,0,0,0,0
8549,Malawi,03-07-20,0,0,0,0,0,0
8550,South Sudan,03-07-20,0,0,0,0,0,0
8551,Western Sahara,03-07-20,0,0,0,0,0,0
8552,Sao Tome and Principe,03-07-20,0,0,0,0,0,0
8553,Yemen,03-07-20,0,0,0,0,0,0
8554,Comoros,03-07-20,0,0,0,0,0,0
8555,Tajikistan,03-07-20,0,0,0,0,0,0
8556,Afghanistan,03-08-20,4,0,0,4,0,0
8557,Albania,03-08-20,0,0,0,0,0,0
8558,Algeria,03-08-20,19,0,0,19,0,0
8559,Andorra,03-08-20,1,0,0,1,0,0
8560,Angola,03-08-20,0,0,0,0,0,0
8561,Antigua and Barbuda,03-08-20,0,0,0,0,0,0
8562,Argentina,03-08-20,12,1,0,12,0,1
8563,Armenia,03-08-20,1,0,0,1,0,0
8564,Australia,03-08-20,180,3,21,180,21,3
8565,Azerbaijan,03-08-20,9,0,0,9,0,0
8566,Bahamas,03-08-20,0,0,0,0,0,0
8567,Bahrain,03-08-20,85,0,4,85,4,0
8568,Bangladesh,03-08-20,3,0,0,3,0,0
8569,Barbados,03-08-20,0,0,0,0,0,0
8570,Belarus,03-08-20,6,0,0,6,0,0
8571,Belgium,03-08-20,200,0,1,200,1,0
8572,Benin,03-08-20,0,0,0,0,0,0
8573,Bhutan,03-08-20,1,0,0,1,0,0
8574,Bolivia,03-08-20,0,0,0,0,0,0
8575,Bosnia and Herzegovina,03-08-20,3,0,0,3,0,0
8576,Brazil,03-08-20,20,0,0,20,0,0
8577,Brunei,03-08-20,0,0,0,0,0,0
8578,Bulgaria,03-08-20,4,0,0,4,0,0
8579,Burkina Faso,03-08-20,0,0,0,0,0,0
8580,Cabo Verde,03-08-20,0,0,0,0,0,0
8581,Cambodia,03-08-20,2,0,1,2,1,0
8582,Cameroon,03-08-20,2,0,0,2,0,0
8583,Canada,03-08-20,64,0,8,64,8,0
8584,Central African Republic,03-08-20,0,0,0,0,0,0
8585,Chad,03-08-20,0,0,0,0,0,0
8586,Chile,03-08-20,8,0,0,8,0,0
8587,China,03-08-20,80823,3100,57388,80823,57388,3100
8588,Colombia,03-08-20,1,0,0,1,0,0
8589,Congo (Brazzaville),03-08-20,0,0,0,0,0,0
8590,Congo (Kinshasa),03-08-20,0,0,0,0,0,0
8591,Costa Rica,03-08-20,5,0,0,5,0,0
8592,Cote d'Ivoire,03-08-20,0,0,0,0,0,0
8593,Croatia,03-08-20,12,0,0,12,0,0
8594,Diamond Princess,03-08-20,706,6,40,706,40,6
8595,Cuba,03-08-20,0,0,0,0,0,0
8596,Cyprus,03-08-20,0,0,0,0,0,0
8597,Czechia,03-08-20,31,0,0,31,0,0
8598,Denmark,03-08-20,37,0,1,37,1,0
8599,Djibouti,03-08-20,0,0,0,0,0,0
8600,Dominican Republic,03-08-20,5,0,0,5,0,0
8601,Ecuador,03-08-20,14,0,0,14,0,0
8602,Egypt,03-08-20,49,1,1,49,1,1
8603,El Salvador,03-08-20,0,0,0,0,0,0
8604,Equatorial Guinea,03-08-20,0,0,0,0,0,0
8605,Eritrea,03-08-20,0,0,0,0,0,0
8606,Estonia,03-08-20,10,0,0,10,0,0
8607,Eswatini,03-08-20,0,0,0,0,0,0
8608,Ethiopia,03-08-20,0,0,0,0,0,0
8609,Fiji,03-08-20,0,0,0,0,0,0
8610,Finland,03-08-20,23,0,1,23,1,0
8611,France,03-08-20,1136,19,12,1136,12,19
8612,Gabon,03-08-20,0,0,0,0,0,0
8613,Gambia,03-08-20,0,0,0,0,0,0
8614,Georgia,03-08-20,13,0,0,13,0,0
8615,Germany,03-08-20,1040,0,18,1040,18,0
8616,Ghana,03-08-20,0,0,0,0,0,0
8617,Greece,03-08-20,73,0,0,73,0,0
8618,Guatemala,03-08-20,0,0,0,0,0,0
8619,Guinea,03-08-20,0,0,0,0,0,0
8620,Guyana,03-08-20,0,0,0,0,0,0
8621,Haiti,03-08-20,0,0,0,0,0,0
8622,Holy See,03-08-20,1,0,0,1,0,0
8623,Honduras,03-08-20,0,0,0,0,0,0
8624,Hungary,03-08-20,7,0,0,7,0,0
8625,Iceland,03-08-20,50,0,0,50,0,0
8626,India,03-08-20,39,0,3,39,3,0
8627,Indonesia,03-08-20,6,0,0,6,0,0
8628,Iran,03-08-20,6566,194,2134,6566,2134,194
8629,Iraq,03-08-20,60,6,0,60,0,6
8630,Ireland,03-08-20,19,0,0,19,0,0
8631,Israel,03-08-20,61,0,2,61,2,0
8632,Italy,03-08-20,7375,366,622,7375,622,366
8633,Jamaica,03-08-20,0,0,0,0,0,0
8634,Japan,03-08-20,502,6,76,502,76,6
8635,Jordan,03-08-20,1,0,0,1,0,0
8636,Kazakhstan,03-08-20,0,0,0,0,0,0
8637,Kenya,03-08-20,0,0,0,0,0,0
8638,"Korea, South",03-08-20,7314,50,118,7314,118,50
8639,Kuwait,03-08-20,64,0,1,64,1,0
8640,Kyrgyzstan,03-08-20,0,0,0,0,0,0
8641,Latvia,03-08-20,2,0,0,2,0,0
8642,Lebanon,03-08-20,32,0,1,32,1,0
8643,Liberia,03-08-20,0,0,0,0,0,0
8644,Liechtenstein,03-08-20,1,0,0,1,0,0
8645,Lithuania,03-08-20,1,0,0,1,0,0
8646,Luxembourg,03-08-20,3,0,0,3,0,0
8647,Madagascar,03-08-20,0,0,0,0,0,0
8648,Malaysia,03-08-20,99,0,24,99,24,0
8649,Maldives,03-08-20,4,0,0,4,0,0
8650,Malta,03-08-20,3,0,0,3,0,0
8651,Mauritania,03-08-20,0,0,0,0,0,0
8652,Mauritius,03-08-20,0,0,0,0,0,0
8653,Mexico,03-08-20,7,0,1,7,1,0
8654,Moldova,03-08-20,1,0,0,1,0,0
8655,Monaco,03-08-20,1,0,0,1,0,0
8656,Mongolia,03-08-20,0,0,0,0,0,0
8657,Montenegro,03-08-20,0,0,0,0,0,0
8658,Morocco,03-08-20,2,0,0,2,0,0
8659,Namibia,03-08-20,0,0,0,0,0,0
8660,Nepal,03-08-20,1,0,1,1,1,0
8661,Netherlands,03-08-20,265,3,0,265,0,3
8662,New Zealand,03-08-20,5,0,0,5,0,0
8663,Nicaragua,03-08-20,0,0,0,0,0,0
8664,Niger,03-08-20,0,0,0,0,0,0
8665,Nigeria,03-08-20,1,0,0,1,0,0
8666,North Macedonia,03-08-20,3,0,0,3,0,0
8667,Norway,03-08-20,176,0,0,176,0,0
8668,Oman,03-08-20,16,0,2,16,2,0
8669,Pakistan,03-08-20,6,0,1,6,1,0
8670,Panama,03-08-20,0,0,0,0,0,0
8671,Papua New Guinea,03-08-20,0,0,0,0,0,0
8672,Paraguay,03-08-20,1,0,0,1,0,0
8673,Peru,03-08-20,6,0,0,6,0,0
8674,Philippines,03-08-20,10,1,1,10,1,1
8675,Poland,03-08-20,11,0,0,11,0,0
8676,Portugal,03-08-20,30,0,0,30,0,0
8677,Qatar,03-08-20,15,0,0,15,0,0
8678,Romania,03-08-20,15,0,3,15,3,0
8679,Russia,03-08-20,17,0,3,17,3,0
8680,Rwanda,03-08-20,0,0,0,0,0,0
8681,Saint Lucia,03-08-20,0,0,0,0,0,0
8682,Saint Vincent and the Grenadines,03-08-20,0,0,0,0,0,0
8683,San Marino,03-08-20,36,1,0,36,0,1
8684,Saudi Arabia,03-08-20,11,0,0,11,0,0
8685,Senegal,03-08-20,4,0,1,4,1,0
8686,Serbia,03-08-20,1,0,0,1,0,0
8687,Seychelles,03-08-20,0,0,0,0,0,0
8688,Singapore,03-08-20,150,0,78,150,78,0
8689,Slovakia,03-08-20,3,0,0,3,0,0
8690,Slovenia,03-08-20,16,0,0,16,0,0
8691,Somalia,03-08-20,0,0,0,0,0,0
8692,South Africa,03-08-20,3,0,0,3,0,0
8693,Spain,03-08-20,673,17,30,673,30,17
8694,Sri Lanka,03-08-20,1,0,1,1,1,0
8695,Sudan,03-08-20,0,0,0,0,0,0
8696,Suriname,03-08-20,0,0,0,0,0,0
8697,Sweden,03-08-20,203,0,0,203,0,0
8698,Switzerland,03-08-20,337,2,3,337,3,2
8699,Taiwan,03-08-20,45,1,13,45,13,1
8700,Tanzania,03-08-20,0,0,0,0,0,0
8701,Thailand,03-08-20,50,1,31,50,31,1
8702,Togo,03-08-20,1,0,0,1,0,0
8703,Trinidad and Tobago,03-08-20,0,0,0,0,0,0
8704,Tunisia,03-08-20,2,0,0,2,0,0
