index,Country,ObservationDate,Confirmed,Deaths,Recovered,Cases,R,D
0,Afghanistan,01/22/2020,0,0,0,0,0,0
1,Albania,01/22/2020,0,0,0,0,0,0
2,Algeria,01/22/2020,0,0,0,0,0,0
3,Andorra,01/22/2020,0,0,0,0,0,0
4,Angola,01/22/2020,0,0,0,0,0,0
5,Antigua and Barbuda,01/22/2020,0,0,0,0,0,0
6,Argentina,01/22/2020,0,0,0,0,0,0
7,Armenia,01/22/2020,0,0,0,0,0,0
8,Australia,01/22/2020,0,0,0,0,0,0
9,Azerbaijan,01/22/2020,0,0,0,0,0,0
10,Bahamas,01/22/2020,0,0,0,0,0,0
11,Bahrain,01/22/2020,0,0,0,0,0,0
12,Bangladesh,01/22/2020,0,0,0,0,0,0
13,Barbados,01/22/2020,0,0,0,0,0,0
14,Belarus,01/22/2020,0,0,0,0,0,0
15,Belgium,01/22/2020,0,0,0,0,0,0
16,Benin,01/22/2020,0,0,0,0,0,0
17,Bhutan,01/22/2020,0,0,0,0,0,0
18,Bolivia,01/22/2020,0,0,0,0,0,0
19,Bosnia and Herzegovina,01/22/2020,0,0,0,0,0,0
20,Brazil,01/22/2020,0,0,0,0,0,0
21,Brunei,01/22/2020,0,0,0,0,0,0
22,Bulgaria,01/22/2020,0,0,0,0,0,0
23,Burkina Faso,01/22/2020,0,0,0,0,0,0
24,Cabo Verde,01/22/2020,0,0,0,0,0,0
25,Cambodia,01/22/2020,0,0,0,0,0,0
26,Cameroon,01/22/2020,0,0,0,0,0,0
27,Canada,01/22/2020,0,0,0,0,0,0
28,Central African Republic,01/22/2020,0,0,0,0,0,0
29,Chad,01/22/2020,0,0,0,0,0,0
30,Chile,01/22/2020,0,0,0,0,0,0
31,China,01/22/2020,548,17,28,548,28,17
32,Colombia,01/22/2020,0,0,0,0,0,0
33,Congo (Brazzaville),01/22/2020,0,0,0,0,0,0
34,Congo (Kinshasa),01/22/2020,0,0,0,0,0,0
35,Costa Rica,01/22/2020,0,0,0,0,0,0
36,Cote d'Ivoire,01/22/2020,0,0,0,0,0,0
37,Croatia,01/22/2020,0,0,0,0,0,0
38,Diamond Princess,01/22/2020,0,0,0,0,0,0
39,Cuba,01/22/2020,0,0,0,0,0,0
40,Cyprus,01/22/2020,0,0,0,0,0,0
41,Czechia,01/22/2020,0,0,0,0,0,0
42,Denmark,01/22/2020,0,0,0,0,0,0
43,Djibouti,01/22/2020,0,0,0,0,0,0
44,Dominican Republic,01/22/2020,0,0,0,0,0,0
45,Ecuador,01/22/2020,0,0,0,0,0,0
46,Egypt,01/22/2020,0,0,0,0,0,0
47,El Salvador,01/22/2020,0,0,0,0,0,0
48,Equatorial Guinea,01/22/2020,0,0,0,0,0,0
49,Eritrea,01/22/2020,0,0,0,0,0,0
50,Estonia,01/22/2020,0,0,0,0,0,0
51,Eswatini,01/22/2020,0,0,0,0,0,0
52,Ethiopia,01/22/2020,0,0,0,0,0,0
53,Fiji,01/22/2020,0,0,0,0,0,0
54,Finland,01/22/2020,0,0,0,0,0,0
55,France,01/22/2020,0,0,0,0,0,0
56,Gabon,01/22/2020,0,0,0,0,0,0
57,Gambia,01/22/2020,0,0,0,0,0,0
58,Georgia,01/22/2020,0,0,0,0,0,0
59,Germany,01/22/2020,0,0,0,0,0,0
60,Ghana,01/22/2020,0,0,0,0,0,0
61,Greece,01/22/2020,0,0,0,0,0,0
62,Guatemala,01/22/2020,0,0,0,0,0,0
63,Guinea,01/22/2020,0,0,0,0,0,0
64,Guyana,01/22/2020,0,0,0,0,0,0
65,Haiti,01/22/2020,0,0,0,0,0,0
66,Holy See,01/22/2020,0,0,0,0,0,0
67,Honduras,01/22/2020,0,0,0,0,0,0
68,Hungary,01/22/2020,0,0,0,0,0,0
69,Iceland,01/22/2020,0,0,0,0,0,0
70,India,01/22/2020,0,0,0,0,0,0
71,Indonesia,01/22/2020,0,0,0,0,0,0
72,Iran,01/22/2020,0,0,0,0,0,0
73,Iraq,01/22/2020,0,0,0,0,0,0
74,Ireland,01/22/2020,0,0,0,0,0,0
75,Israel,01/22/2020,0,0,0,0,0,0
76,Italy,01/22/2020,0,0,0,0,0,0
77,Jamaica,01/22/2020,0,0,0,0,0,0
78,Japan,01/22/2020,2,0,0,2,0,0
79,Jordan,01/22/2020,0,0,0,0,0,0
80,Kazakhstan,01/22/2020,0,0,0,0,0,0
81,Kenya,01/22/2020,0,0,0,0,0,0
82,"Korea, South",01/22/2020,1,0,0,1,0,0
83,Kuwait,01/22/2020,0,0,0,0,0,0
84,Kyrgyzstan,01/22/2020,0,0,0,0,0,0
85,Latvia,01/22/2020,0,0,0,0,0,0
86,Lebanon,01/22/2020,0,0,0,0,0,0
87,Liberia,01/22/2020,0,0,0,0,0,0
88,Liechtenstein,01/22/2020,0,0,0,0,0,0
89,Lithuania,01/22/2020,0,0,0,0,0,0
90,Luxembourg,01/22/2020,0,0,0,0,0,0
91,Madagascar,01/22/2020,0,0,0,0,0,0
92,Malaysia,01/22/2020,0,0,0,0,0,0
93,Maldives,01/22/2020,0,0,0,0,0,0
94,Malta,01/22/2020,0,0,0,0,0,0
95,Mauritania,01/22/2020,0,0,0,0,0,0
96,Mauritius,01/22/2020,0,0,0,0,0,0
97,Mexico,01/22/2020,0,0,0,0,0,0
98,Moldova,01/22/2020,0,0,0,0,0,0
99,Monaco,01/22/2020,0,0,0,0,0,0
100,Mongolia,01/22/2020,0,0,0,0,0,0
101,Montenegro,01/22/2020,0,0,0,0,0,0
102,Morocco,01/22/2020,0,0,0,0,0,0
103,Namibia,01/22/2020,0,0,0,0,0,0
104,Nepal,01/22/2020,0,0,0,0,0,0
105,Netherlands,01/22/2020,0,0,0,0,0,0
106,New Zealand,01/22/2020,0,0,0,0,0,0
107,Nicaragua,01/22/2020,0,0,0,0,0,0
108,Niger,01/22/2020,0,0,0,0,0,0
109,Nigeria,01/22/2020,0,0,0,0,0,0
110,North Macedonia,01/22/2020,0,0,0,0,0,0
111,Norway,01/22/2020,0,0,0,0,0,0
112,Oman,01/22/2020,0,0,0,0,0,0
113,Pakistan,01/22/2020,0,0,0,0,0,0
114,Panama,01/22/2020,0,0,0,0,0,0
115,Papua New Guinea,01/22/2020,0,0,0,0,0,0
116,Paraguay,01/22/2020,0,0,0,0,0,0
117,Peru,01/22/2020,0,0,0,0,0,0
118,Philippines,01/22/2020,0,0,0,0,0,0
119,Poland,01/22/2020,0,0,0,0,0,0
120,Portugal,01/22/2020,0,0,0,0,0,0
121,Qatar,01/22/2020,0,0,0,0,0,0
122,Romania,01/22/2020,0,0,0,0,0,0
123,Russia,01/22/2020,0,0,0,0,0,0
124,Rwanda,01/22/2020,0,0,0,0,0,0
125,Saint Lucia,01/22/2020,0,0,0,0,0,0
126,Saint Vincent and the Grenadines,01/22/2020,0,0,0,0,0,0
127,San Marino,01/22/2020,0,0,0,0,0,0
128,Saudi Arabia,01/22/2020,0,0,0,0,0,0
129,Senegal,01/22/2020,0,0,0,0,0,0
130,Serbia,01/22/2020,0,0,0,0,0,0
131,Seychelles,01/22/2020,0,0,0,0,0,0
132,Singapore,01/22/2020,0,0,0,0,0,0
133,Slovakia,01/22/2020,0,0,0,0,0,0
134,Slovenia,01/22/2020,0,0,0,0,0,0
135,Somalia,01/22/2020,0,0,0,0,0,0
136,South Africa,01/22/2020,0,0,0,0,0,0
137,Spain,01/22/2020,0,0,0,0,0,0
138,Sri Lanka,01/22/2020,0,0,0,0,0,0
139,Sudan,01/22/2020,0,0,0,0,0,0
140,Suriname,01/22/2020,0,0,0,0,0,0
141,Sweden,01/22/2020,0,0,0,0,0,0
142,Switzerland,01/22/2020,0,0,0,0,0,0
143,Taiwan,01/22/2020,1,0,0,1,0,0
144,Tanzania,01/22/2020,0,0,0,0,0,0
145,Thailand,01/22/2020,2,0,0,2,0,0
146,Togo,01/22/2020,0,0,0,0,0,0
147,Trinidad and Tobago,01/22/2020,0,0,0,0,0,0
148,Tunisia,01/22/2020,0,0,0,0,0,0
149,Turkey,01/22/2020,0,0,0,0,0,0
150,Uganda,01/22/2020,0,0,0,0,0,0
151,Ukraine,01/22/2020,0,0,0,0,0,0
152,United Arab Emirates,01/22/2020,0,0,0,0,0,0
153,United Kingdom,01/22/2020,0,0,0,0,0,0
154,Uruguay,01/22/2020,0,0,0,0,0,0
155,US,01/22/2020,1,0,0,1,0,0
156,Uzbekistan,01/22/2020,0,0,0,0,0,0
157,Venezuela,01/22/2020,0,0,0,0,0,0
158,Vietnam,01/22/2020,0,0,0,0,0,0
159,Zambia,01/22/2020,0,0,0,0,0,0
160,Zimbabwe,01/22/2020,0,0,0,0,0,0
161,Dominica,01/22/2020,0,0,0,0,0,0
162,Grenada,01/22/2020,0,0,0,0,0,0
163,Mozambique,01/22/2020,0,0,0,0,0,0
164,Syria,01/22/2020,0,0,0,0,0,0
165,Timor-Leste,01/22/2020,0,0,0,0,0,0
166,Belize,01/22/2020,0,0,0,0,0,0
167,Laos,01/22/2020,0,0,0,0,0,0
168,Libya,01/22/2020,0,0,0,0,0,0
169,West Bank and Gaza,01/22/2020,0,0,0,0,0,0
170,Guinea-Bissau,01/22/2020,0,0,0,0,0,0
171,Mali,01/22/2020,0,0,0,0,0,0
172,Saint Kitts and Nevis,01/22/2020,0,0,0,0,0,0
173,Kosovo,01/22/2020,0,0,0,0,0,0
174,Burma,01/22/2020,0,0,0,0,0,0
175,MS Zaandam,01/22/2020,0,0,0,0,0,0
176,Botswana,01/22/2020,0,0,0,0,0,0
177,Burundi,01/22/2020,0,0,0,0,0,0
178,Sierra Leone,01/22/2020,0,0,0,0,0,0
179,Malawi,01/22/2020,0,0,0,0,0,0
180,South Sudan,01/22/2020,0,0,0,0,0,0
181,Western Sahara,01/22/2020,0,0,0,0,0,0
182,Sao Tome and Principe,01/22/2020,0,0,0,0,0,0
183,Yemen,01/22/2020,0,0,0,0,0,0
184,Comoros,01/22/2020,0,0,0,0,0,0
185,Tajikistan,01/22/2020,0,0,0,0,0,0
186,Afghanistan,01/23/2020,0,0,0,0,0,0
187,Albania,01/23/2020,0,0,0,0,0,0
188,Algeria,01/23/2020,0,0,0,0,0,0
189,Andorra,01/23/2020,0,0,0,0,0,0
190,Angola,01/23/2020,0,0,0,0,0,0
191,Antigua and Barbuda,01/23/2020,0,0,0,0,0,0
192,Argentina,01/23/2020,0,0,0,0,0,0
193,Armenia,01/23/2020,0,0,0,0,0,0
194,Australia,01/23/2020,0,0,0,0,0,0
195,Azerbaijan,01/23/2020,0,0,0,0,0,0
196,Bahamas,01/23/2020,0,0,0,0,0,0
197,Bahrain,01/23/2020,0,0,0,0,0,0
198,Bangladesh,01/23/2020,0,0,0,0,0,0
199,Barbados,01/23/2020,0,0,0,0,0,0
200,Belarus,01/23/2020,0,0,0,0,0,0
201,Belgium,01/23/2020,0,0,0,0,0,0
202,Benin,01/23/2020,0,0,0,0,0,0
203,Bhutan,01/23/2020,0,0,0,0,0,0
204,Bolivia,01/23/2020,0,0,0,0,0,0
205,Bosnia and Herzegovina,01/23/2020,0,0,0,0,0,0
206,Brazil,01/23/2020,0,0,0,0,0,0
207,Brunei,01/23/2020,0,0,0,0,0,0
208,Bulgaria,01/23/2020,0,0,0,0,0,0
209,Burkina Faso,01/23/2020,0,0,0,0,0,0
210,Cabo Verde,01/23/2020,0,0,0,0,0,0
211,Cambodia,01/23/2020,0,0,0,0,0,0
212,Cameroon,01/23/2020,0,0,0,0,0,0
213,Canada,01/23/2020,0,0,0,0,0,0
214,Central African Republic,01/23/2020,0,0,0,0,0,0
215,Chad,01/23/2020,0,0,0,0,0,0
216,Chile,01/23/2020,0,0,0,0,0,0
217,China,01/23/2020,643,18,30,643,30,18
218,Colombia,01/23/2020,0,0,0,0,0,0
219,Congo (Brazzaville),01/23/2020,0,0,0,0,0,0
220,Congo (Kinshasa),01/23/2020,0,0,0,0,0,0
221,Costa Rica,01/23/2020,0,0,0,0,0,0
222,Cote d'Ivoire,01/23/2020,0,0,0,0,0,0
223,Croatia,01/23/2020,0,0,0,0,0,0
224,Diamond Princess,01/23/2020,0,0,0,0,0,0
225,Cuba,01/23/2020,0,0,0,0,0,0
226,Cyprus,01/23/2020,0,0,0,0,0,0
227,Czechia,01/23/2020,0,0,0,0,0,0
228,Denmark,01/23/2020,0,0,0,0,0,0
229,Djibouti,01/23/2020,0,0,0,0,0,0
230,Dominican Republic,01/23/2020,0,0,0,0,0,0
231,Ecuador,01/23/2020,0,0,0,0,0,0
232,Egypt,01/23/2020,0,0,0,0,0,0
233,El Salvador,01/23/2020,0,0,0,0,0,0
234,Equatorial Guinea,01/23/2020,0,0,0,0,0,0
235,Eritrea,01/23/2020,0,0,0,0,0,0
236,Estonia,01/23/2020,0,0,0,0,0,0
237,Eswatini,01/23/2020,0,0,0,0,0,0
238,Ethiopia,01/23/2020,0,0,0,0,0,0
239,Fiji,01/23/2020,0,0,0,0,0,0
240,Finland,01/23/2020,0,0,0,0,0,0
241,France,01/23/2020,0,0,0,0,0,0
242,Gabon,01/23/2020,0,0,0,0,0,0
243,Gambia,01/23/2020,0,0,0,0,0,0
244,Georgia,01/23/2020,0,0,0,0,0,0
245,Germany,01/23/2020,0,0,0,0,0,0
246,Ghana,01/23/2020,0,0,0,0,0,0
247,Greece,01/23/2020,0,0,0,0,0,0
248,Guatemala,01/23/2020,0,0,0,0,0,0
249,Guinea,01/23/2020,0,0,0,0,0,0
250,Guyana,01/23/2020,0,0,0,0,0,0
251,Haiti,01/23/2020,0,0,0,0,0,0
252,Holy See,01/23/2020,0,0,0,0,0,0
253,Honduras,01/23/2020,0,0,0,0,0,0
254,Hungary,01/23/2020,0,0,0,0,0,0
255,Iceland,01/23/2020,0,0,0,0,0,0
256,India,01/23/2020,0,0,0,0,0,0
257,Indonesia,01/23/2020,0,0,0,0,0,0
258,Iran,01/23/2020,0,0,0,0,0,0
259,Iraq,01/23/2020,0,0,0,0,0,0
260,Ireland,01/23/2020,0,0,0,0,0,0
261,Israel,01/23/2020,0,0,0,0,0,0
262,Italy,01/23/2020,0,0,0,0,0,0
263,Jamaica,01/23/2020,0,0,0,0,0,0
264,Japan,01/23/2020,2,0,0,2,0,0
265,Jordan,01/23/2020,0,0,0,0,0,0
266,Kazakhstan,01/23/2020,0,0,0,0,0,0
267,Kenya,01/23/2020,0,0,0,0,0,0
268,"Korea, South",01/23/2020,1,0,0,1,0,0
269,Kuwait,01/23/2020,0,0,0,0,0,0
270,Kyrgyzstan,01/23/2020,0,0,0,0,0,0
271,Latvia,01/23/2020,0,0,0,0,0,0
272,Lebanon,01/23/2020,0,0,0,0,0,0
273,Liberia,01/23/2020,0,0,0,0,0,0
274,Liechtenstein,01/23/2020,0,0,0,0,0,0
275,Lithuania,01/23/2020,0,0,0,0,0,0
276,Luxembourg,01/23/2020,0,0,0,0,0,0
277,Madagascar,01/23/2020,0,0,0,0,0,0
278,Malaysia,01/23/2020,0,0,0,0,0,0
279,Maldives,01/23/2020,0,0,0,0,0,0
280,Malta,01/23/2020,0,0,0,0,0,0
281,Mauritania,01/23/2020,0,0,0,0,0,0
282,Mauritius,01/23/2020,0,0,0,0,0,0
283,Mexico,01/23/2020,0,0,0,0,0,0
284,Moldova,01/23/2020,0,0,0,0,0,0
285,Monaco,01/23/2020,0,0,0,0,0,0
286,Mongolia,01/23/2020,0,0,0,0,0,0
287,Montenegro,01/23/2020,0,0,0,0,0,0
288,Morocco,01/23/2020,0,0,0,0,0,0
289,Namibia,01/23/2020,0,0,0,0,0,0
290,Nepal,01/23/2020,0,0,0,0,0,0
291,Netherlands,01/23/2020,0,0,0,0,0,0
292,New Zealand,01/23/2020,0,0,0,0,0,0
293,Nicaragua,01/23/2020,0,0,0,0,0,0
294,Niger,01/23/2020,0,0,0,0,0,0
295,Nigeria,01/23/2020,0,0,0,0,0,0
296,North Macedonia,01/23/2020,0,0,0,0,0,0
297,Norway,01/23/2020,0,0,0,0,0,0
298,Oman,01/23/2020,0,0,0,0,0,0
299,Pakistan,01/23/2020,0,0,0,0,0,0
300,Panama,01/23/2020,0,0,0,0,0,0
301,Papua New Guinea,01/23/2020,0,0,0,0,0,0
302,Paraguay,01/23/2020,0,0,0,0,0,0
303,Peru,01/23/2020,0,0,0,0,0,0
304,Philippines,01/23/2020,0,0,0,0,0,0
305,Poland,01/23/2020,0,0,0,0,0,0
306,Portugal,01/23/2020,0,0,0,0,0,0
307,Qatar,01/23/2020,0,0,0,0,0,0
308,Romania,01/23/2020,0,0,0,0,0,0
309,Russia,01/23/2020,0,0,0,0,0,0
310,Rwanda,01/23/2020,0,0,0,0,0,0
311,Saint Lucia,01/23/2020,0,0,0,0,0,0
312,Saint Vincent and the Grenadines,01/23/2020,0,0,0,0,0,0
313,San Marino,01/23/2020,0,0,0,0,0,0
314,Saudi Arabia,01/23/2020,0,0,0,0,0,0
315,Senegal,01/23/2020,0,0,0,0,0,0
316,Serbia,01/23/2020,0,0,0,0,0,0
317,Seychelles,01/23/2020,0,0,0,0,0,0
318,Singapore,01/23/2020,1,0,0,1,0,0
319,Slovakia,01/23/2020,0,0,0,0,0,0
320,Slovenia,01/23/2020,0,0,0,0,0,0
321,Somalia,01/23/2020,0,0,0,0,0,0
322,South Africa,01/23/2020,0,0,0,0,0,0
323,Spain,01/23/2020,0,0,0,0,0,0
324,Sri Lanka,01/23/2020,0,0,0,0,0,0
325,Sudan,01/23/2020,0,0,0,0,0,0
326,Suriname,01/23/2020,0,0,0,0,0,0
327,Sweden,01/23/2020,0,0,0,0,0,0
328,Switzerland,01/23/2020,0,0,0,0,0,0
329,Taiwan,01/23/2020,1,0,0,1,0,0
330,Tanzania,01/23/2020,0,0,0,0,0,0
331,Thailand,01/23/2020,3,0,0,3,0,0
332,Togo,01/23/2020,0,0,0,0,0,0
333,Trinidad and Tobago,01/23/2020,0,0,0,0,0,0
334,Tunisia,01/23/2020,0,0,0,0,0,0
335,Turkey,01/23/2020,0,0,0,0,0,0
336,Uganda,01/23/2020,0,0,0,0,0,0
337,Ukraine,01/23/2020,0,0,0,0,0,0
338,United Arab Emirates,01/23/2020,0,0,0,0,0,0
339,United Kingdom,01/23/2020,0,0,0,0,0,0
340,Uruguay,01/23/2020,0,0,0,0,0,0
341,US,01/23/2020,1,0,0,1,0,0
342,Uzbekistan,01/23/2020,0,0,0,0,0,0
343,Venezuela,01/23/2020,0,0,0,0,0,0
344,Vietnam,01/23/2020,2,0,0,2,0,0
345,Zambia,01/23/2020,0,0,0,0,0,0
346,Zimbabwe,01/23/2020,0,0,0,0,0,0
347,Dominica,01/23/2020,0,0,0,0,0,0
348,Grenada,01/23/2020,0,0,0,0,0,0
349,Mozambique,01/23/2020,0,0,0,0,0,0
350,Syria,01/23/2020,0,0,0,0,0,0
351,Timor-Leste,01/23/2020,0,0,0,0,0,0
352,Belize,01/23/2020,0,0,0,0,0,0
353,Laos,01/23/2020,0,0,0,0,0,0
354,Libya,01/23/2020,0,0,0,0,0,0
355,West Bank and Gaza,01/23/2020,0,0,0,0,0,0
356,Guinea-Bissau,01/23/2020,0,0,0,0,0,0
357,Mali,01/23/2020,0,0,0,0,0,0
358,Saint Kitts and Nevis,01/23/2020,0,0,0,0,0,0
359,Kosovo,01/23/2020,0,0,0,0,0,0
360,Burma,01/23/2020,0,0,0,0,0,0
361,MS Zaandam,01/23/2020,0,0,0,0,0,0
362,Botswana,01/23/2020,0,0,0,0,0,0
363,Burundi,01/23/2020,0,0,0,0,0,0
364,Sierra Leone,01/23/2020,0,0,0,0,0,0
365,Malawi,01/23/2020,0,0,0,0,0,0
366,South Sudan,01/23/2020,0,0,0,0,0,0
367,Western Sahara,01/23/2020,0,0,0,0,0,0
368,Sao Tome and Principe,01/23/2020,0,0,0,0,0,0
369,Yemen,01/23/2020,0,0,0,0,0,0
370,Comoros,01/23/2020,0,0,0,0,0,0
371,Tajikistan,01/23/2020,0,0,0,0,0,0
372,Afghanistan,01/24/2020,0,0,0,0,0,0
373,Albania,01/24/2020,0,0,0,0,0,0
374,Algeria,01/24/2020,0,0,0,0,0,0
375,Andorra,01/24/2020,0,0,0,0,0,0
376,Angola,01/24/2020,0,0,0,0,0,0
377,Antigua and Barbuda,01/24/2020,0,0,0,0,0,0
378,Argentina,01/24/2020,0,0,0,0,0,0
379,Armenia,01/24/2020,0,0,0,0,0,0
380,Australia,01/24/2020,0,0,0,0,0,0
381,Azerbaijan,01/24/2020,0,0,0,0,0,0
382,Bahamas,01/24/2020,0,0,0,0,0,0
383,Bahrain,01/24/2020,0,0,0,0,0,0
384,Bangladesh,01/24/2020,0,0,0,0,0,0
385,Barbados,01/24/2020,0,0,0,0,0,0
386,Belarus,01/24/2020,0,0,0,0,0,0
387,Belgium,01/24/2020,0,0,0,0,0,0
388,Benin,01/24/2020,0,0,0,0,0,0
389,Bhutan,01/24/2020,0,0,0,0,0,0
390,Bolivia,01/24/2020,0,0,0,0,0,0
391,Bosnia and Herzegovina,01/24/2020,0,0,0,0,0,0
392,Brazil,01/24/2020,0,0,0,0,0,0
393,Brunei,01/24/2020,0,0,0,0,0,0
394,Bulgaria,01/24/2020,0,0,0,0,0,0
395,Burkina Faso,01/24/2020,0,0,0,0,0,0
396,Cabo Verde,01/24/2020,0,0,0,0,0,0
397,Cambodia,01/24/2020,0,0,0,0,0,0
398,Cameroon,01/24/2020,0,0,0,0,0,0
399,Canada,01/24/2020,0,0,0,0,0,0
400,Central African Republic,01/24/2020,0,0,0,0,0,0
401,Chad,01/24/2020,0,0,0,0,0,0
402,Chile,01/24/2020,0,0,0,0,0,0
403,China,01/24/2020,920,26,36,920,36,26
404,Colombia,01/24/2020,0,0,0,0,0,0
405,Congo (Brazzaville),01/24/2020,0,0,0,0,0,0
406,Congo (Kinshasa),01/24/2020,0,0,0,0,0,0
407,Costa Rica,01/24/2020,0,0,0,0,0,0
408,Cote d'Ivoire,01/24/2020,0,0,0,0,0,0
409,Croatia,01/24/2020,0,0,0,0,0,0
410,Diamond Princess,01/24/2020,0,0,0,0,0,0
411,Cuba,01/24/2020,0,0,0,0,0,0
412,Cyprus,01/24/2020,0,0,0,0,0,0
413,Czechia,01/24/2020,0,0,0,0,0,0
414,Denmark,01/24/2020,0,0,0,0,0,0
415,Djibouti,01/24/2020,0,0,0,0,0,0
416,Dominican Republic,01/24/2020,0,0,0,0,0,0
417,Ecuador,01/24/2020,0,0,0,0,0,0
418,Egypt,01/24/2020,0,0,0,0,0,0
419,El Salvador,01/24/2020,0,0,0,0,0,0
420,Equatorial Guinea,01/24/2020,0,0,0,0,0,0
421,Eritrea,01/24/2020,0,0,0,0,0,0
422,Estonia,01/24/2020,0,0,0,0,0,0
423,Eswatini,01/24/2020,0,0,0,0,0,0
424,Ethiopia,01/24/2020,0,0,0,0,0,0
425,Fiji,01/24/2020,0,0,0,0,0,0
426,Finland,01/24/2020,0,0,0,0,0,0
427,France,01/24/2020,2,0,0,2,0,0
428,Gabon,01/24/2020,0,0,0,0,0,0
429,Gambia,01/24/2020,0,0,0,0,0,0
430,Georgia,01/24/2020,0,0,0,0,0,0
431,Germany,01/24/2020,0,0,0,0,0,0
432,Ghana,01/24/2020,0,0,0,0,0,0
433,Greece,01/24/2020,0,0,0,0,0,0
434,Guatemala,01/24/2020,0,0,0,0,0,0
435,Guinea,01/24/2020,0,0,0,0,0,0
436,Guyana,01/24/2020,0,0,0,0,0,0
437,Haiti,01/24/2020,0,0,0,0,0,0
438,Holy See,01/24/2020,0,0,0,0,0,0
439,Honduras,01/24/2020,0,0,0,0,0,0
440,Hungary,01/24/2020,0,0,0,0,0,0
441,Iceland,01/24/2020,0,0,0,0,0,0
442,India,01/24/2020,0,0,0,0,0,0
443,Indonesia,01/24/2020,0,0,0,0,0,0
444,Iran,01/24/2020,0,0,0,0,0,0
445,Iraq,01/24/2020,0,0,0,0,0,0
446,Ireland,01/24/2020,0,0,0,0,0,0
447,Israel,01/24/2020,0,0,0,0,0,0
448,Italy,01/24/2020,0,0,0,0,0,0
449,Jamaica,01/24/2020,0,0,0,0,0,0
450,Japan,01/24/2020,2,0,0,2,0,0
451,Jordan,01/24/2020,0,0,0,0,0,0
452,Kazakhstan,01/24/2020,0,0,0,0,0,0
453,Kenya,01/24/2020,0,0,0,0,0,0
454,"Korea, South",01/24/2020,2,0,0,2,0,0
455,Kuwait,01/24/2020,0,0,0,0,0,0
456,Kyrgyzstan,01/24/2020,0,0,0,0,0,0
457,Latvia,01/24/2020,0,0,0,0,0,0
458,Lebanon,01/24/2020,0,0,0,0,0,0
459,Liberia,01/24/2020,0,0,0,0,0,0
460,Liechtenstein,01/24/2020,0,0,0,0,0,0
461,Lithuania,01/24/2020,0,0,0,0,0,0
462,Luxembourg,01/24/2020,0,0,0,0,0,0
463,Madagascar,01/24/2020,0,0,0,0,0,0
464,Malaysia,01/24/2020,0,0,0,0,0,0
465,Maldives,01/24/2020,0,0,0,0,0,0
466,Malta,01/24/2020,0,0,0,0,0,0
467,Mauritania,01/24/2020,0,0,0,0,0,0
468,Mauritius,01/24/2020,0,0,0,0,0,0
469,Mexico,01/24/2020,0,0,0,0,0,0
470,Moldova,01/24/2020,0,0,0,0,0,0
471,Monaco,01/24/2020,0,0,0,0,0,0
472,Mongolia,01/24/2020,0,0,0,0,0,0
473,Montenegro,01/24/2020,0,0,0,0,0,0
474,Morocco,01/24/2020,0,0,0,0,0,0
475,Namibia,01/24/2020,0,0,0,0,0,0
476,Nepal,01/24/2020,0,0,0,0,0,0
477,Netherlands,01/24/2020,0,0,0,0,0,0
478,New Zealand,01/24/2020,0,0,0,0,0,0
479,Nicaragua,01/24/2020,0,0,0,0,0,0
480,Niger,01/24/2020,0,0,0,0,0,0
481,Nigeria,01/24/2020,0,0,0,0,0,0
482,North Macedonia,01/24/2020,0,0,0,0,0,0
483,Norway,01/24/2020,0,0,0,0,0,0
484,Oman,01/24/2020,0,0,0,0,0,0
485,Pakistan,01/24/2020,0,0,0,0,0,0
486,Panama,01/24/2020,0,0,0,0,0,0
487,Papua New Guinea,01/24/2020,0,0,0,0,0,0
488,Paraguay,01/24/2020,0,0,0,0,0,0
489,Peru,01/24/2020,0,0,0,0,0,0
490,Philippines,01/24/2020,0,0,0,0,0,0
491,Poland,01/24/2020,0,0,0,0,0,0
492,Portugal,01/24/2020,0,0,0,0,0,0
493,Qatar,01/24/2020,0,0,0,0,0,0
494,Romania,01/24/2020,0,0,0,0,0,0
495,Russia,01/24/2020,0,0,0,0,0,0
496,Rwanda,01/24/2020,0,0,0,0,0,0
497,Saint Lucia,01/24/2020,0,0,0,0,0,0
498,Saint Vincent and the Grenadines,01/24/2020,0,0,0,0,0,0
499,San Marino,01/24/2020,0,0,0,0,0,0
500,Saudi Arabia,01/24/2020,0,0,0,0,0,0
501,Senegal,01/24/2020,0,0,0,0,0,0
502,Serbia,01/24/2020,0,0,0,0,0,0
503,Seychelles,01/24/2020,0,0,0,0,0,0
504,Singapore,01/24/2020,3,0,0,3,0,0
505,Slovakia,01/24/2020,0,0,0,0,0,0
506,Slovenia,01/24/2020,0,0,0,0,0,0
507,Somalia,01/24/2020,0,0,0,0,0,0
508,South Africa,01/24/2020,0,0,0,0,0,0
509,Spain,01/24/2020,0,0,0,0,0,0
510,Sri Lanka,01/24/2020,0,0,0,0,0,0
511,Sudan,01/24/2020,0,0,0,0,0,0
512,Suriname,01/24/2020,0,0,0,0,0,0
513,Sweden,01/24/2020,0,0,0,0,0,0
514,Switzerland,01/24/2020,0,0,0,0,0,0
515,Taiwan,01/24/2020,3,0,0,3,0,0
516,Tanzania,01/24/2020,0,0,0,0,0,0
517,Thailand,01/24/2020,5,0,0,5,0,0
518,Togo,01/24/2020,0,0,0,0,0,0
519,Trinidad and Tobago,01/24/2020,0,0,0,0,0,0
